id_cliente,churn,genero,idoso,conjuge,dependentes,meses_contrato,telefone,multiplas_linhas,internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,contrato,fatura_digital,metodo_pagamento,cobranca_mensal,cobranca_total,contas_diarias
8185-UPYBR,Sim,Homem,Não,Sim,Não,6,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,75.5,438.0,2.52
8189-DUKMV,Não,Mulher,Não,Sim,Não,4,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Transferência bancária,20.5,79.05,0.68
8189-HBVRW,Não,Mulher,Não,Não,Não,53,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Cheque eletrônico,90.8,4921.2,3.03
8189-XRIKE,Não,Mulher,Sim,Não,Não,32,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,90.95,2897.95,3.03
8190-ZTQFB,Não,Homem,Não,Não,Não,41,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,51.35,2075.1,1.71
8191-XWSZG,Não,Mulher,Não,Não,Não,52,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,20.65,1022.95,0.69
8194-PEEBY,Não,Mulher,Não,Sim,Sim,24,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,19.9,533.5,0.66
8197-BFWVU,Não,Mulher,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária,93.25,6688.95,3.11
8198-RKSZG,Não,Mulher,Não,Sim,Sim,14,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Mensal,Não,Cartão de crédito,80.45,1137.05,2.68
8199-ZLLSA,Sim,Homem,Não,Não,Não,67,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária,118.35,7804.15,3.94
8200-KLNYW,Não,Mulher,Não,Sim,Não,21,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,Não,Cheque enviado,80.9,1714.95,2.7
8200-LGKSR,Não,Homem,Não,Sim,Não,71,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,Cheque eletrônico,83.2,6126.1,2.77
8201-AAXCB,Não,Homem,Não,Sim,Sim,25,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque eletrônico,60.35,1404.65,2.01
8203-XJZRC,Não,Homem,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,20.25,20.25,0.68
8204-TIFGJ,Não,Mulher,Não,Não,Não,23,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Transferência bancária,20.3,470.6,0.68
8204-YJCLA,Não,Homem,Sim,Sim,Sim,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária,64.8,4732.35,2.16
8205-MQUGY,Não,Homem,Não,Sim,Sim,12,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,49.2,571.15,1.64
8205-OTCHB,Sim,Homem,Não,Não,Não,22,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Não,Não,Sim,Anual,Sim,Transferência bancária,43.75,903.6,1.46
8205-VSLRB,Não,Homem,Não,Sim,Não,70,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,Bienal,Não,Cartão de crédito,77.3,5498.2,2.58
8207-DMRVL,Não,Homem,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária,114.55,8306.05,3.82
8207-VVMYB,Não,Mulher,Não,Sim,Não,70,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Transferência bancária,26.0,2006.95,0.87
8208-EUMTE,Não,Homem,Não,Não,Não,16,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Não,Cheque enviado,54.85,916.15,1.83
8212-CRQXP,Não,Mulher,Não,Sim,Não,22,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cartão de crédito,80.0,1706.45,2.67
8212-DJRCH,Não,Homem,Não,Sim,Sim,5,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque enviado,90.35,434.5,3.01
8213-TAZPM,Não,Mulher,Não,Sim,Sim,69,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária,108.75,7493.05,3.62
8215-NGSPE,Não,Mulher,Não,Sim,Sim,42,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,20.0,833.55,0.67
8216-AZUUZ,Não,Mulher,Não,Sim,Sim,42,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,100.4,4303.65,3.35
8217-QYOHV,Não,Homem,Não,Não,Não,5,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque enviado,55.75,266.95,1.86
8218-FFJDS,Não,Mulher,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Transferência bancária,86.4,6058.95,2.88
8219-VYBVI,Não,Homem,Não,Não,Sim,39,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,25.0,1004.35,0.83
8220-OCUFY,Não,Mulher,Não,Não,Não,21,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Anual,Sim,Cheque eletrônico,60.25,1258.35,2.01
8221-EQDGL,Não,Homem,Não,Sim,Não,35,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Cheque enviado,61.0,2130.45,2.03
8221-HVAYI,Não,Homem,Não,Sim,Sim,35,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Bienal,Sim,Cartão de crédito,69.15,2490.15,2.31
8224-DWCKX,Não,Homem,Sim,Não,Não,12,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito,73.3,828.05,2.44
8224-IVVPA,Não,Mulher,Não,Não,Não,27,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,56.7,1652.95,1.89
8224-KDLKN,Não,Homem,Não,Sim,Sim,72,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Transferência bancária,25.0,1738.9,0.83
8224-UAXBZ,Não,Mulher,Não,Sim,Não,58,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Não,Sim,Não,Anual,Sim,Cheque eletrônico,45.35,2540.1,1.51
8225-BTJAU,Sim,Homem,Sim,Não,Não,10,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,79.25,793.55,2.64
8226-BXGES,Não,Homem,Não,Sim,Não,64,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Transferência bancária,89.45,5692.65,2.98
8229-BUJHX,Não,Mulher,Não,Sim,Sim,71,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Transferência bancária,20.5,1500.95,0.68
8229-MYEJZ,Não,Mulher,Não,Não,Não,10,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,51.2,498.25,1.71
8229-TNIQA,Sim,Mulher,Não,Não,Não,4,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,45.3,196.95,1.51
8231-BSWXX,Não,Homem,Não,Não,Não,71,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Anual,Sim,Cartão de crédito,79.05,5552.5,2.64
8232-CTLKO,Não,Mulher,Não,Sim,Sim,66,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Não,Bienal,Sim,Cheque eletrônico,59.75,3996.8,1.99
8232-UTFOZ,Não,Homem,Não,Não,Não,69,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito,19.95,1399.35,0.66
8234-GSZYK,Não,Homem,Não,Não,Não,43,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Transferência bancária,26.45,1110.05,0.88
8237-ULIXL,Não,Mulher,Não,Sim,Não,72,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito,24.85,1871.85,0.83
8241-JUIQO,Não,Mulher,Não,Não,Não,61,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Transferência bancária,19.45,1336.35,0.65
8242-JSVBO,Não,Homem,Não,Não,Não,7,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária,44.65,322.5,1.49
8242-PDSGJ,Não,Homem,Não,Sim,Não,70,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Não,Não,Bienal,Sim,Cartão de crédito,39.15,2692.75,1.3
8242-SOQUO,Não,Mulher,Sim,Não,Não,5,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,84.7,392.5,2.82
8245-UMPYT,Sim,Mulher,Sim,Não,Não,16,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,96.4,1581.2,3.21
8246-SHFGA,Não,Homem,Não,Não,Não,17,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cartão de crédito,21.1,385.55,0.7
8249-THVEC,Não,Homem,Não,Sim,Sim,51,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,19.4,997.75,0.65
8250-ZNGGW,Não,Mulher,Sim,Não,Não,5,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Não,Cartão de crédito,59.9,287.85,2.0
8257-RZAHR,Sim,Mulher,Não,Sim,Não,14,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Transferência bancária,64.7,941.0,2.16
8258-GSTJK,Sim,Homem,Sim,Não,Não,3,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,77.0,237.75,2.57
8259-DZLIZ,Não,Mulher,Não,Sim,Sim,64,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Anual,Sim,Transferência bancária,53.85,3399.85,1.8
8259-NFJTV,Não,Mulher,Não,Sim,Sim,7,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,Cheque enviado,34.65,246.6,1.16
8260-NGFNY,Sim,Mulher,Não,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,25.2,25.2,0.84
8261-GWDBQ,Não,Mulher,Sim,Sim,Não,60,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária,116.05,6925.9,3.87
8262-COGGB,Não,Homem,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,20.45,20.45,0.68
8263-JQAIK,Sim,Homem,Sim,Não,Não,2,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,24.45,47.5,0.82
8263-OKETD,Não,Mulher,Não,Não,Não,20,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Sim,Mensal,Sim,Cartão de crédito,68.9,1370.35,2.3
8263-QMNTJ,Não,Homem,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,115.55,8425.3,3.85
8265-HKSOW,Não,Mulher,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Não,Cartão de crédito,107.45,7658.3,3.58
8266-VBFQL,Não,Homem,Não,Não,Não,4,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,Cheque eletrônico,90.4,356.65,3.01
8267-KFGYD,Não,Homem,Não,Não,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,21.05,21.05,0.7
8267-ZNYVZ,Sim,Mulher,Não,Sim,Não,33,Sim,Não,Fibra óptica,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,103.75,3361.05,3.46
8268-YDIXR,Não,Homem,Não,Sim,Não,56,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Não,Não,Anual,Sim,Cheque eletrônico,93.15,5253.95,3.1
8270-RKSAP,Não,Homem,Não,Não,Não,9,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.5,597.9,2.35
8272-ONJLV,Não,Homem,Não,Não,Não,12,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Anual,Não,Cheque eletrônico,95.7,1184.0,3.19
8276-MQBYC,Sim,Homem,Sim,Não,Não,51,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,97.8,4913.3,3.26
8277-RVRSV,Não,Mulher,Não,Sim,Sim,33,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cartão de crédito,24.15,800.3,0.8
8280-MQRQN,Sim,Mulher,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque enviado,50.45,50.45,1.68
8285-ABVLB,Não,Mulher,Não,Sim,Não,70,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito,19.85,1328.35,0.66
8286-AFUYI,Não,Homem,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,47.95,47.95,1.6
8290-YWKHZ,Sim,Mulher,Sim,Sim,Não,32,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,93.2,2931.0,3.11
8292-FRFZQ,Não,Mulher,Não,Não,Não,39,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Não,Transferência bancária,41.15,1700.9,1.37
8292-ITGYJ,Não,Mulher,Não,Sim,Sim,45,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Transferência bancária,24.65,1138.8,0.82
8292-TYSPY,Sim,Homem,Não,Não,Não,19,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,Cartão de crédito,55.0,1046.5,1.83
8294-UIMBA,Não,Mulher,Não,Não,Não,30,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Anual,Sim,Transferência bancária,94.4,2638.1,3.15
8295-FHIVV,Não,Homem,Não,Não,Não,7,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,19.4,168.65,0.65
8295-KMENE,Não,Mulher,Não,Sim,Sim,59,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Não,Bienal,Sim,Cheque enviado,76.45,4519.5,2.55
8305-VHZBZ,Sim,Homem,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,20.2,20.2,0.67
8309-IEYJD,Não,Mulher,Sim,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,70.6,70.6,2.35
8309-PPCED,Não,Mulher,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária,110.45,7982.5,3.68
8311-UEUAB,Não,Mulher,Não,Sim,Sim,67,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Sim,Bienal,Sim,Cheque eletrônico,75.5,5229.45,2.52
8313-AFGBW,Não,Homem,Não,Sim,Não,47,Sim,Não,DSL,Não,Sim,Sim,Não,Sim,Sim,Bienal,Não,Cheque eletrônico,73.6,3522.65,2.45
8313-KTIHG,Não,Homem,Não,Não,Não,4,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Cheque eletrônico,61.3,249.4,2.04
8313-NDOIA,Não,Mulher,Não,Não,Não,24,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,104.15,2494.65,3.47
8314-DPQHL,Não,Homem,Não,Não,Não,9,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Não,Sim,Anual,Não,Cheque enviado,50.8,463.6,1.69
8314-HTWVE,Não,Mulher,Não,Sim,Sim,7,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,19.85,144.15,0.66
8316-BBQAY,Não,Mulher,Não,Não,Não,65,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito,59.95,3921.1,2.0
8317-BVKSO,Não,Homem,Não,Não,Não,14,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque eletrônico,20.05,299.3,0.67
8318-LCNBW,Não,Homem,Não,Sim,Não,35,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Sim,Sim,Anual,Não,Cartão de crédito,53.15,1930.9,1.77
8319-QBEHW,Não,Homem,Não,Não,Sim,26,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Sim,Não,Anual,Sim,Transferência bancária,39.95,1023.75,1.33
8325-QRPZR,Não,Mulher,Não,Não,Não,7,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,75.15,525.0,2.51
8327-LZKAS,Sim,Mulher,Sim,Sim,Não,43,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,107.55,4533.9,3.58
8327-WKMIE,Não,Homem,Não,Não,Não,37,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cartão de crédito,20.15,785.75,0.67
8328-SKJNO,Não,Homem,Não,Não,Sim,23,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Não,Transferência bancária,40.65,947.4,1.36
8329-GWVPJ,Não,Mulher,Não,Sim,Sim,50,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária,69.75,3557.7,2.33
8329-IBCTI,Sim,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.65,19.65,0.65
8329-UTMVM,Não,Homem,Sim,Não,Não,27,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,Transferência bancária,104.65,2964.0,3.49
8331-ZXFOE,Não,Mulher,Não,Não,Não,58,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Anual,Sim,Cartão de crédito,71.1,4299.2,2.37
8332-OSJDW,Não,Homem,Não,Sim,Sim,12,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,26.4,314.95,0.88
8336-TAVKX,Não,Mulher,Sim,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Não,Transferência bancária,78.45,5682.25,2.62
8337-MSSXB,Sim,Mulher,Não,Não,Não,14,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,86.3,1180.95,2.88
8337-UPOAQ,Sim,Homem,Sim,Sim,Não,10,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,89.8,914.3,2.99
8338-QIUNR,Não,Homem,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Não,Bienal,Sim,Cartão de crédito,66.5,4811.6,2.22
8344-WFMFH,Não,Homem,Não,Não,Sim,9,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,50.1,484.05,1.67
8345-MVDYC,Não,Mulher,Não,Não,Não,45,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária,81.65,3618.7,2.72
8347-GDTMP,Não,Mulher,Não,Sim,Não,64,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito,19.45,1225.65,0.65
8348-HFYIV,Sim,Homem,Não,Não,Não,2,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,49.25,90.35,1.64
8348-JLBUG,Não,Homem,Sim,Sim,Não,64,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Não,Não,Anual,Não,Cartão de crédito,80.3,5017.7,2.68
8350-NYMVI,Não,Mulher,Não,Não,Não,39,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Não,Não,Mensal,Não,Transferência bancária,41.1,1597.05,1.37
8356-WUAOJ,Não,Mulher,Não,Sim,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,45.0,45.0,1.5
8357-EQXFO,Sim,Mulher,Não,Não,Não,7,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.35,660.9,3.18
8361-LBRDI,Não,Mulher,Não,Não,Não,58,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito,24.35,1423.85,0.81
8361-LTMKD,Sim,Homem,Sim,Sim,Não,4,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,74.4,306.6,2.48
8364-TRMMK,Sim,Mulher,Não,Não,Não,3,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,50.65,151.3,1.69
8372-JUXUI,Sim,Homem,Não,Não,Sim,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.35,74.35,2.48
8374-UULRV,Não,Homem,Não,Não,Não,72,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Não,Cartão de crédito,86.05,6309.65,2.87
8374-XGEJJ,Sim,Homem,Sim,Sim,Não,43,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,101.0,4388.4,3.37
8375-DKEBR,Sim,Mulher,Sim,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.6,69.6,2.32
8375-KVTHK,Não,Homem,Não,Sim,Não,68,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,100.3,6754.35,3.34
8378-LKJAF,Não,Homem,Não,Sim,Sim,38,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de crédito,101.15,3956.7,3.37
8380-MQINP,Não,Mulher,Não,Sim,Sim,55,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,20.3,1079.05,0.68
8380-PEFPE,Sim,Homem,Não,Não,Sim,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,71.65,71.65,2.39
8382-SHQEH,Sim,Mulher,Não,Sim,Não,8,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,84.9,764.95,2.83
8383-SGHJU,Não,Mulher,Não,Não,Não,33,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Não,Cheque eletrônico,59.4,1952.8,1.98
8384-FZBJK,Não,Mulher,Não,Sim,Sim,57,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.6,5611.7,3.35
8387-MOJJT,Sim,Mulher,Não,Sim,Sim,42,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cartão de crédito,77.95,3384.0,2.6
8387-UGUSU,Não,Mulher,Não,Sim,Sim,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,20.05,284.3,0.67
8388-DMKAE,Não,Mulher,Não,Não,Não,8,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,20.25,174.65,0.68
